Date,Open,High,Low,Close,Volume
2024-12-23,447.0,447.0,437.75,443.6000061035156,1073520
2024-12-24,443.6000061035156,447.95001220703125,441.8500061035156,443.8500061035156,469109
2024-12-26,445.5,445.8999938964844,439.45001220703125,441.0,559602
2024-12-27,443.79998779296875,445.0,441.0,442.29998779296875,289316
2024-12-30,443.1499938964844,450.54998779296875,437.75,448.25,1481944
2024-12-31,447.5,450.1000061035156,444.6000061035156,448.54998779296875,525227
2025-01-01,448.0,459.70001220703125,446.8999938964844,458.1499938964844,811891
2025-01-02,459.0,460.6000061035156,451.6000061035156,457.3999938964844,709043
2025-01-03,457.3999938964844,461.0,456.0,457.8500061035156,498090
2025-01-06,457.8500061035156,459.1000061035156,442.6499938964844,447.6000061035156,968101
2025-01-07,447.1499938964844,452.70001220703125,447.1499938964844,451.25,376952
2025-01-08,452.0,463.6000061035156,449.1000061035156,461.95001220703125,1411033
2025-01-09,462.0,472.3999938964844,461.5,468.75,1600589
2025-01-10,467.0,467.79998779296875,458.6000061035156,460.8500061035156,472058
2025-01-13,454.8500061035156,461.6499938964844,449.04998779296875,451.3999938964844,1046468
2025-01-14,451.5,465.0,451.5,462.45001220703125,928304
2025-01-15,465.8500061035156,466.54998779296875,460.95001220703125,464.3999938964844,360555
2025-01-16,468.1499938964844,468.20001220703125,461.0,464.79998779296875,459527
2025-01-17,463.0,471.1000061035156,462.45001220703125,468.79998779296875,418850
2025-01-20,470.0,472.29998779296875,465.1499938964844,468.5,283815
2025-01-21,468.5,478.8999938964844,468.20001220703125,475.20001220703125,2398969
2025-01-22,475.20001220703125,477.8500061035156,469.6499938964844,476.04998779296875,872456
2025-01-23,476.0,485.45001220703125,472.0,480.3500061035156,1399938
2025-01-24,480.3500061035156,485.25,478.0,480.1000061035156,540500
2025-01-27,477.6499938964844,485.3500061035156,475.1499938964844,480.0,1695755
2025-01-28,478.20001220703125,480.8999938964844,468.25,472.75,1084524
2025-01-29,472.75,473.6499938964844,457.6499938964844,458.79998779296875,1610261
2025-01-30,460.04998779296875,478.75,460.04998779296875,475.8500061035156,1080143
2025-01-31,475.0,477.20001220703125,469.04998779296875,472.75,514076
2025-02-01,475.0,494.95001220703125,468.04998779296875,492.1499938964844,1154007
2025-02-03,493.0,497.0,481.1000061035156,485.5,1769700
2025-02-04,487.04998779296875,495.54998779296875,470.6499938964844,489.3999938964844,2988222
2025-02-05,489.3999938964844,489.3999938964844,472.3999938964844,479.04998779296875,1715973
2025-02-06,480.1499938964844,484.5,475.0,476.0,457035
2025-02-07,477.0,481.0,474.75,479.3500061035156,373233
2025-02-10,479.3500061035156,487.5,473.1000061035156,484.79998779296875,865594
2025-02-11,486.1499938964844,489.1000061035156,472.25,475.8999938964844,973237
2025-02-12,480.0,492.79998779296875,469.3500061035156,484.70001220703125,2862289
2025-02-13,484.70001220703125,491.75,479.95001220703125,485.25,561092
2025-02-14,485.04998779296875,486.95001220703125,474.54998779296875,478.29998779296875,454659
