Date,Open,High,Low,Close,Volume
2025-01-03,1827.699951171875,1886.699951171875,1827.699951171875,1874.050048828125,53083
2025-01-06,1875.0,1889.8499755859375,1790.050048828125,1798.550048828125,140371
2025-01-07,1787.0,1824.949951171875,1739.699951171875,1754.5999755859375,122860
2025-01-08,1761.75,1769.949951171875,1702.050048828125,1710.25,68447
2025-01-09,1714.199951171875,1733.5,1691.0,1700.949951171875,54010
2025-01-10,1701.0,1720.0,1656.949951171875,1701.5999755859375,176872
2025-01-13,1665.5,1688.800048828125,1580.0999755859375,1595.0999755859375,168581
2025-01-14,1595.0999755859375,1718.5999755859375,1585.0,1683.699951171875,189249
2025-01-15,1687.0,1719.949951171875,1665.0999755859375,1684.25,79745
2025-01-16,1684.25,1730.0,1666.199951171875,1678.949951171875,310878
2025-01-17,1674.5999755859375,1715.0,1654.1500244140625,1683.800048828125,59491
2025-01-20,1683.800048828125,1691.050048828125,1645.3499755859375,1654.449951171875,74537
2025-01-21,1654.449951171875,1663.1500244140625,1589.0,1604.0,69443
2025-01-22,1605.0999755859375,1609.0,1566.5999755859375,1573.550048828125,82448
2025-01-23,1567.0,1629.9000244140625,1557.050048828125,1607.75,81271
2025-01-24,1609.949951171875,1648.699951171875,1600.949951171875,1621.0,60411
2025-01-27,1603.199951171875,1612.8499755859375,1550.5,1607.8499755859375,74913
2025-01-28,1599.0,1606.8499755859375,1536.6500244140625,1577.25,77571
2025-01-29,1577.25,1611.699951171875,1566.6500244140625,1575.949951171875,110167
2025-01-30,1260.800048828125,1260.800048828125,1260.800048828125,1260.800048828125,328238
2025-01-31,1075.0,1217.0,1075.0,1139.800048828125,3056261
2025-02-01,1174.0,1212.4000244140625,1143.1500244140625,1176.3499755859375,1006043
2025-02-03,1170.0,1224.0,1121.1500244140625,1181.5,1151426
2025-02-04,1190.1500244140625,1219.699951171875,1145.0,1149.949951171875,676685
2025-02-05,1165.0,1166.699951171875,1110.0,1129.449951171875,1269398
2025-02-06,1136.300048828125,1136.300048828125,1100.0,1103.449951171875,477635
2025-02-07,1108.4000244140625,1118.0,1084.8499755859375,1108.300048828125,505554
2025-02-10,1108.3499755859375,1121.949951171875,1055.0999755859375,1063.4000244140625,330582
2025-02-11,1064.199951171875,1068.8499755859375,1027.0,1034.5,389109
2025-02-12,1034.449951171875,1034.449951171875,995.7000122070312,999.8499755859375,398582
2025-02-13,999.0499877929688,1048.6500244140625,997.0,1022.6500244140625,504651
2025-02-14,1034.449951171875,1034.449951171875,987.0499877929688,1002.4000244140625,680218
2025-02-17,1001.0,1013.5999755859375,981.8499755859375,999.5999755859375,295306
2025-02-18,1000.0499877929688,1009.9500122070312,966.0,982.9500122070312,303781
2025-02-19,980.0499877929688,1017.0,966.2999877929688,1003.4500122070312,708533
